Student,Text,No evidence,Target phenomena,Set-up conditions,Entities,Activities,Properties,Organization,Chaining
D,It's a fake bus route. ,1,0,0,0,0,0,0,0
C,Sorry it's the [campus bus] route to be exact.,1,0,0,0,0,0,0,0
D,Except it's not cause that's like a full loop. ,1,0,0,0,0,0,0,0
C,That's what I did. ,1,0,0,0,0,0,0,0
D,Oh. ,1,0,0,0,0,0,0,0
C,Did you really think the campus center to the dorms was 3 miles?,0,0,1,0,0,0,0,0
D,Is it 3 miles? Oh. I didn't know - I can't measure things in meters. ,0,0,1,0,0,0,0,0
C,I said the dorm to campus center all the way around. Like the way that it does it. ,0,0,1,0,0,0,0,0
D,And back oh. Oh wow. Look at you. ,1,0,0,0,0,0,0,0
C,Figured it out. Was kinda hard. ,1,0,0,0,0,0,0,0
B,I have an approximate weight. ,0,0,1,0,0,0,0,0
A,Ok. ,1,0,0,0,0,0,0,0
B,"Which would be 8,400 kilograms. ",1,0,0,0,0,0,0,0
C,Can we also write the assumptions that we used to find those values?,1,0,0,0,0,0,0,0
A,Ok yeah. ,1,0,0,0,0,0,0,0
C,So be like length of route and write like parentheses [campus bus] route and then for yours - ,0,0,1,0,0,0,0,0
A,Oh I said length of [campus bus] route. ,0,0,1,0,0,0,0,0
D,Oh yeah that's good. ,1,0,0,0,0,0,0,0
C,Oh yeah that's fine. Yeah that's perfect. How and then whatever.,1,0,0,0,0,0,0,0
A,Wait what is it?,1,0,0,0,0,0,0,0
C,Make that number. ,1,0,0,0,0,0,0,0
D,Why is it even called the [campus bus]?,1,0,0,0,0,0,0,0
B,Like I don't know. You can round to 8400 or so. ,1,0,0,0,0,0,0,0
C,[campus bus] ,1,0,0,0,0,0,0,0
D,What?,1,0,0,0,0,0,0,0
C,The driver's called [campus bus]. ,1,0,0,0,0,0,0,0
B,I found an average person weight and that's multiplied by 41 assuming there are 41 people. ,0,0,1,0,0,0,0,0
D,You almost had me for like a millisecond. ,1,0,0,0,0,0,0,0
B,And then the weight of a small bus in kilograms.,0,0,1,0,0,0,0,0
D,Small bus.,0,0,1,0,0,0,0,0
A,You said you assumed forty people? Forty-one?,0,0,1,0,0,0,0,0
B,I assumed 41 like one for the driver. ,0,0,1,0,0,0,0,0
C,There are 41 people on the [campus bus]? Cannot be. But it's ok.,0,0,1,0,0,0,0,0
B,It'll be a hefty bus. ,0,0,1,0,0,0,0,0
C,Or maybe. I really don't know. ,1,0,0,0,0,0,0,0
D,No sometimes it's packed. ,0,0,1,0,0,0,0,0
C,That's true. ,1,0,0,0,0,0,0,0
D,When people are like standing.,0,0,1,0,0,0,0,0
B,"It never seems like people fit, but they do. ",0,0,1,0,0,0,0,0
C,There's like ten rows of people. Yeah. I guess there could be ten rows. ,0,0,1,0,0,0,0,0
D,Yeah when you get off it's pretty - Also there's two [campus buses]. There's the really big one and the smaller one. ,0,0,1,0,0,0,0,0
A,Ok. ,1,0,0,0,0,0,0,0
D,The really big one is like - ,0,0,1,0,0,0,0,0
C,The big [campus bus] and the baby [campus bus]. ,0,0,1,0,0,0,0,0
A,What does that say? One three zero...,1,0,0,0,0,0,0,0
D,[lists nicknames for buses]. ,1,0,0,0,0,0,0,0
C,[also lists nicknames for buses] ,1,0,0,0,0,0,0,0
A,Ok. We have I just pointed an arrow to this thing. ,1,0,0,0,0,0,0,0
D,Yeah that seems great.,1,0,0,0,0,0,0,0
A,Um. ,1,0,0,0,0,0,0,0
D,"And we're trying to find the volume of the fuel. Ok. So, first we probably need to figure out the energy required to move that mass that far. ",0,0,0,1,0,0,0,0
A,Yeah so yeah. So what do we want to use?,1,0,0,0,0,0,0,0
D,Conservation of energy. Cause it's like the energy from the fuel is gonna equal like the kinetic energy. ,0,0,0,1,0,0,0,0
C,Are we assuming that this energy density is full - like it's gonna get fully transferred into the vehicle?,0,0,1,0,0,0,0,0
D,Like an ideal case? I feel like -,1,0,0,0,0,0,0,0
C,Yeah.,1,0,0,0,0,0,0,0
B,Yeah. Kind of have to.,1,0,0,0,0,0,0,0
D,I feel like I cannot think about friction possibly. ,1,0,0,0,0,0,0,0
C,Yeah I don't think we can come up with like an engine efficiency on our own. ,1,0,0,0,0,0,0,0
D,Or we could. We could look up like - aren't they usually like twenty percent or something ass like that? Excuse me. Sorry. ,1,0,0,0,0,0,0,0
A,Bad. ,1,0,0,0,0,0,0,0
D,Sorry.,1,0,0,0,0,0,0,0
C,Not so great. ,1,0,0,0,0,0,0,0
D,Sorry grad student. Sorry professor. Sorry I mean [wrong name for professor]. I feel like he's a [professor’s first name]. ,1,0,0,0,0,0,0,0
B,Oh maybe. ,1,0,0,0,0,0,0,0
D,Maybe not. ,1,0,0,0,0,0,0,0
C,Isn't it [professor’s name]?,1,0,0,0,0,0,0,0
D,I have no idea. Why would I even know that in the first place? I just mean from like his vibes not from anything I've actually seen. ,1,0,0,0,0,0,0,0
D,I could try to look for an equation. ,1,0,0,0,0,0,0,0
A,I think we can use the - we're gonna need to use both of these values. ,1,0,0,0,0,0,0,0
C,Maybe. ,1,0,0,0,0,0,0,0
D,Really?,1,0,0,0,0,0,0,0
A,And find the joules and then find - and then use the liters value to find the liters. ,1,0,0,0,0,0,0,0
B,We have to have it in liters?,1,0,0,0,0,0,0,0
D,Yeah. They ask for volume in the end.,1,0,0,0,0,0,0,0
C,What is - ,1,0,0,0,0,0,0,0
B,So then we can just skip - ok - I guess we.,1,0,0,0,0,0,0,0
D,I feel like we find the energy and then we just multiply by the energy density to get liters.,1,0,0,0,0,0,0,0
B,Ok. ,1,0,0,0,0,0,0,0
A,But how are we gonna get the energy?,1,0,0,0,0,0,0,0
D,That's like the kinetic energy.,1,0,0,0,0,0,0,0
C,That's based on all - that's only based on the bus not the ,1,0,0,0,0,0,0,0
D,It's like how much energy to move the bus. ,0,0,1,0,0,0,0,0
A,So we need to decide how fast the bus is moving. ,0,0,1,0,0,0,0,0
B,Can we just say the work?,1,0,0,0,0,0,0,0
D,Yeah.,1,0,0,0,0,0,0,0
B,Like the distance times the force.,1,0,0,0,0,0,0,0
D,We can do the work. ,1,0,0,0,0,0,0,0
A,Ok yeah. ,1,0,0,0,0,0,0,0
B,And the force would be - ,1,0,0,0,0,0,0,0
D,Mass times six what? Weight - it would be the weight. ,1,0,0,0,0,0,0,0
B,Yeah. ,1,0,0,0,0,0,0,0
D,Which is the mass times - ,1,0,0,0,0,0,0,0
C,Is it?,1,0,0,0,0,0,0,0
A,Wait.,1,0,0,0,0,0,0,0
C,That's not right. Is it?,1,0,0,0,0,0,0,0
D,No. It's not right. The force is like the engine. It's not falling.,0,0,0,1,0,0,0,0
C,Yeah. So you're trying to do it.,1,0,0,0,0,0,0,0
A,Like it doesn't move that fast. ,1,0,0,0,0,0,0,0
C,I don't think you can do the work.,1,0,0,0,0,0,0,0
D,Yeah. ,1,0,0,0,0,0,0,0
C,I don't know what the force is giving. ,1,0,0,0,0,0,0,0
A,I think you need to just -,1,0,0,0,0,0,0,0
D,Do the kinetic energy but estimate the - ,1,0,0,0,0,0,0,0
A,We can say like we assume that it moves 20 miles per hour. Is that fast? I feel like that's - ,0,0,1,0,0,0,0,0
D,Yeah exactly. No I feel like that's not.,1,0,0,0,0,0,0,0
C,That's slow.,1,0,0,0,0,0,0,0
D,I feel like thirty. ,1,0,0,0,0,0,0,0
C,Thirty. ,1,0,0,0,0,0,0,0
A,Thirty?,1,0,0,0,0,0,0,0
D,Yeah. ,1,0,0,0,0,0,0,0
A,I feel like that bus moves so slow. ,0,0,1,0,0,0,0,0
D,It does move really slow. ,0,0,1,0,0,0,0,0
C,A normal street with cars is probably like thirty to forty. ,0,0,1,0,0,0,0,0
A,Yeah. ,1,0,0,0,0,0,0,0
C,Thirty.,1,0,0,0,0,0,0,0
D,It's definitely not going forty. There's a lot of traffic. We can just assume thirty.,0,0,1,0,0,0,0,0
C,Thirty. For like the entire duration.,0,0,1,0,0,0,0,0
A,Ok. ,1,0,0,0,0,0,0,0
D,"So then we would find the kinetic energy to go that distance, right?",0,0,1,0,0,0,0,0
C,Yeah.,1,0,0,0,0,0,0,0
A,Yeah.,1,0,0,0,0,0,0,0
D,Yeah.,1,0,0,0,0,0,0,0
C,And there's no other energy going on right there. If it's just moving constantly at thirty for that whole time.,0,0,1,0,0,0,0,0
B,Yeah. Just how is this a thermo problem?,1,0,0,0,0,0,0,0
D,Yeah great question.,1,0,0,0,0,0,0,0
B,Like I'm trying to like - ,1,0,0,0,0,0,0,0
D,This just seems like Physics.,1,0,0,0,0,0,0,0
C,It's the fact that we're using like fuel. We can use engine efficiency.,0,0,0,1,0,0,0,0
A,Is this a - is this an open system? Like did we say? Like do we need to say like - ,1,0,0,0,0,0,0,0
C,What do you mean open system? In what case?,1,0,0,0,0,0,0,0
A,Like you know -,1,0,0,0,0,0,0,0
C,It's like an engine problem. We just need to use the efficiency of it. ,1,0,0,0,0,0,0,0
A,I know. ,1,0,0,0,0,0,0,0
C,I think that's the only thing we can use. We can make up an efficiency value. ,1,0,0,0,0,0,0,0
D,Unless we're gonna like -,1,0,0,0,0,0,0,0
A,Well we can say like - ,1,0,0,0,0,0,0,0
D,- talk about the pistons.,1,0,0,0,0,0,0,0
A,- the mass of the vegetable oil in. I don't know. I'm trying to relate it.,0,0,0,0,0,1,0,0
C,I don't think so. ,1,0,0,0,0,0,0,0
A,No. ,1,0,0,0,0,0,0,0
C,I don't think you can use that. ,1,0,0,0,0,0,0,0
A,Ok. ,1,0,0,0,0,0,0,0
D,I mean you could but I think it's like unnecessary steps.,1,0,0,0,0,0,0,0
A,It's unnecessary. Ok yeah. ,1,0,0,0,0,0,0,0
D,Cause like the intermediate phases of the like gas - I mean not gas - well like gas - like gasoline.,0,0,0,1,0,0,0,0
C,Like that's not gonna change it - like they're giving us the value. ,1,0,0,0,0,0,0,0
A,Yeah cause we like - we already have en - like we already have energy per liter. Ok. ,1,0,0,0,0,0,0,0
D,Yeah look up the average energy efficiency.,1,0,0,0,0,0,0,0
C,Yeah just trying to figure out.,1,0,0,0,0,0,0,0
A,Of a bus engine. ,1,0,0,0,0,0,0,0
D,Of a bus. ,1,0,0,0,0,0,0,0
C,"45 for like trucks, buses, and newer cars. ",1,0,0,0,0,0,0,0
D,Yeah that seems right. ,1,0,0,0,0,0,0,0
C,Yeah we could do that. ,1,0,0,0,0,0,0,0
A,Yeah. ,1,0,0,0,0,0,0,0
C,That seems like high but I don't know that's like Wikipedia.,1,0,0,0,0,0,0,0
D,Do like - do like point four - like assume - ,1,0,0,0,0,0,0,0
C,Yeah point four.,1,0,0,0,0,0,0,0
D,Yeah assume efficiency.,1,0,0,0,0,0,0,0
A,So assume bus...,1,0,0,0,0,0,0,0
B,"In terms of kinetic energy, that doesn't take into account any like distance, right? So what do we do with that?",1,0,0,0,0,0,0,0
D,Yeah so I think we can find the kinetic energy and then multiply it by the distance?,1,0,0,0,0,0,0,0
C,What?,1,0,0,0,0,0,0,0
B,Why?,1,0,0,0,0,0,0,0
A,No no no. ,1,0,0,0,0,0,0,0
C,What does that give us?,1,0,0,0,0,0,0,0
D,Well cause I don't know. Well cause kinetic - isn't it in an instant it uses that much kinetic energy to go that speed?,1,0,0,0,0,0,0,0
B,That's like how much it has. I don't know -,1,0,0,0,0,0,0,0
C,How much it has yeah.,1,0,0,0,0,0,0,0
B,- if it gets rid of it. ,1,0,0,0,0,0,0,0
D,Right. True. ,1,0,0,0,0,0,0,0
A,So maybe we do have to consider...,1,0,0,0,0,0,0,0
D,I am not sure folks. ,1,0,0,0,0,0,0,0
C,You could find the work done...,1,0,0,0,0,0,0,0
A,By the friction?,1,0,0,0,0,0,0,0
C,So the work done on the bus by the fuel is gonna be equal to the work - the change in work?,1,0,0,0,0,0,0,0
B,"If we assume like a small acceleration, then we could use work. Like an average acceleration of the bus of I don't know.",1,0,0,0,0,0,0,0
C,That means it's speeding up for the whole three miles. ,1,0,0,0,0,0,0,0
D,Can we find the force that the -,1,0,0,0,0,0,0,0
B,Yeah no so we'd have to do an average. So like if we think - ,1,0,0,0,0,0,0,0
D,Wait can we find the work done by the bus using the force that like it would like push against a wall basically? You know what I mean? Because like work is force times -,1,0,0,0,0,0,0,0
A,Like I hear what you're saying but like I don't know.,1,0,0,0,0,0,0,0
D,"Cause like work is force times distance, right?",1,0,0,0,0,0,0,0
A,Yeah.,1,0,0,0,0,0,0,0
C,Yeah.,1,0,0,0,0,0,0,0
D,"And so if you were - so the force is like obviously being done by the fuel, but you could theoretically like push the bus like it was a truck - I mean like it was a toy. ",0,0,0,1,0,0,0,0
C,Yeah. ,1,0,0,0,0,0,0,0
D,"So if we found the force that you would need to push it with to move it the constant speed for the whole distance, then that would be like the work.",1,0,0,0,0,0,0,0
C,But you wouldn't need a force to push it at a constant speed for three miles - like that's the point. ,1,0,0,0,0,0,0,0
D,Like you would though - cause like -,1,0,0,0,0,0,0,0
C,Cause we're assuming there's no friction.,1,0,0,0,0,0,0,0
D,Oh well then you would just push it literally once and it would go forever like. I feel like maybe - ,1,0,0,0,0,0,0,0
C,Yeah but like what - how will we - like what would we do?,1,0,0,0,0,0,0,0
D,Yeah I know like - but like you know like if you think about it if it was a toy like - ,1,0,0,0,0,0,0,0
C,Yeah but right now we're - if we say that it's thirty whatever thirty meters per second - miles per hour for like the whole time like that's saying that there's no work done on the bus while it's going. ,0,0,1,0,0,0,0,0
D,Right. Ok.,1,0,0,0,0,0,0,0
C,Especially if we're not taking into consideration work -,1,0,0,0,0,0,0,0
D,Right. Yeah. ,1,0,0,0,0,0,0,0
C,- done by friction and stuff.,1,0,0,0,0,0,0,0
D,Right. ,1,0,0,0,0,0,0,0
A,But that doesn't make sense with this problem like - ,1,0,0,0,0,0,0,0
D,But it doesn't like make sense. ,1,0,0,0,0,0,0,0
C,Yeah. ,1,0,0,0,0,0,0,0
A,What the problem like how it's given. What is this link? Oh it just tells us...,1,0,0,0,0,0,0,0
D,I think it's just like the story.,1,0,0,0,0,0,0,0
A,Um I'm trying to think of like -,1,0,0,0,0,0,0,0
B,Do we know the time that the route takes? Could use that. ,1,0,0,0,0,0,0,0
D,I mean we have distance and weight.,1,0,0,0,0,0,0,0
A,Well we have distance and we have speed.,1,0,0,0,0,0,0,0
D,So we could - ,1,0,0,0,0,0,0,0
B,Oh so we could estimate. ,1,0,0,0,0,0,0,0
A,If we assume - if we estimate the speed. Then we can estimate constant speed and find the time but. ,1,0,0,0,0,0,0,0
D,Yeah we could find the time easily. I don't know if that - I mean it probably does help somewhere I just don't know. ,1,0,0,0,0,0,0,0
C,I mean if we do assume a constant speed we can like assume another like coefficient of friction in order to find what acceleration it would need. ,1,0,0,0,0,0,0,0
D,Yeah I feel like it makes it harder but it also might make it easier?,1,0,0,0,0,0,0,0
C,Well I mean I think the problem like wouldn't work if we don't assume that - ,1,0,0,0,0,0,0,0
D,Cause otherwise it's like you just yeah if you assume no friction it literally just like - ,1,0,0,0,0,0,0,0
C,It doesn't need fuel. It can just get like a big push in the beginning and go forever yeah.,0,0,0,1,0,0,0,0
D,Yeah.,1,0,0,0,0,0,0,0
B,Yeah.,1,0,0,0,0,0,0,0
D,"I mean we could look up like average coefficient of friction for a road. I think it's like point two, three, four who knows. Less than 1. More than zero.",0,0,1,0,0,0,0,0
C,Um.,1,0,0,0,0,0,0,0
D,I feel like - ,1,0,0,0,0,0,0,0
D,Wow she freaky. Is that part of the question?,1,0,0,0,0,0,0,0
C,Really giving it all to them. ,1,0,0,0,0,0,0,0
D,It's gonna be so boring to listen to these like they need some joy. Like we're at forty minutes. ,1,0,0,0,0,0,0,0
A,Average uh.,1,0,0,0,0,0,0,0
C,Zero point - let's say it's zero point seven. Because it's a dry road. ,0,0,1,0,0,0,0,0
A,Ok. ,1,0,0,0,0,0,0,0
D,True it never rains here. That's a good point. ,1,0,0,0,0,0,0,0
C,Did it rain today?,1,0,0,0,0,0,0,0
D,I don't know. I fell asleep for like two hours so maybe during that. ,1,0,0,0,0,0,0,0
C,"Well I didn't, and it did rain. ",1,0,0,0,0,0,0,0
D,Welp sucks to suck. Ok. ,1,0,0,0,0,0,0,0
C,Does it?,1,0,0,0,0,0,0,0
A,Zero point seven?,1,0,0,0,0,0,0,0
C,Yeah we're like not holding back anything for them. Um yeah zero point seven for the dry road. That's what - yeah. ,0,0,1,0,0,0,0,0
A,"I'm just gonna - dry road just gonna say zero point seven. Ok, so then we have work. Well we can find work.",0,0,1,0,0,0,0,0
D,Right. Do you hear that?,1,0,0,0,0,0,0,0
C,Yeah um. So if we want to do m a equals.,1,0,0,0,0,0,0,0
A,Oh man I feel like this is just the wrong class. ,1,0,0,0,0,0,0,0
D,"Like I feel like it's just not...I mean to be fair I don't think like he wrote these questions, so there is probably a disconnect between course content and this, but also it seems just like not.",1,0,0,0,0,0,0,0
C,I think it's fine. We're using energy - if engine efficiency that's like our thermo concept for the day.,1,0,0,0,0,0,0,0
B,Yeah.,1,0,0,0,0,0,0,0
D,Yeah. And also conservation of energy's like kind of in there. ,1,0,0,0,0,0,0,0
C,Yeah. Yeah yeah yeah. I think it's fine. I think we can do um friction.,1,0,0,0,0,0,0,0
D,Ok so you could say like total energy would be equal to the energy of the -,1,0,0,0,0,0,0,0
C,Work.,1,0,0,0,0,0,0,0
D,- like the work minus the frictional work right?,1,0,0,0,0,0,0,0
C,Change in energy is equal to - ,1,0,0,0,0,0,0,0
D,Someone make that equation better but you know what I'm saying.,1,0,0,0,0,0,0,0
A,W? That change in energy?,1,0,0,0,0,0,0,0
B,I don't think we have to subtract the frictional force if we already found...,1,0,0,0,0,0,0,0
C,Are we trying to find the force of friction? And then we could find the frictional force by multiplying that by the distance traveled and then to close -,1,0,0,0,0,0,0,0
B,That would be the work.,1,0,0,0,0,0,0,0
D,"But don't we want like the work done by friction, yeah?",1,0,0,0,0,0,0,0
C,Yes I think so yeah. So if you find the frictional force by assuming that the sum of the forces is zero.,1,0,0,0,0,0,0,0
D,Like the net force is zero cause there's no acceleration. Right.,1,0,0,0,0,0,0,0
B,Yeah.,1,0,0,0,0,0,0,0
A,"In that direction, so you can just say that N equals the weight. But -",1,0,0,0,0,0,0,0
D,"But like wrong class, yes.",1,0,0,0,0,0,0,0
C,Wait but how are we getting the work done by friction? ,1,0,0,0,0,0,0,0
D,We're saying that it's equal -,1,0,0,0,0,0,0,0
A,To N times point seven. And N is equal to the weight.,1,0,0,0,0,0,0,0
D,Which - yes. Which is also equal - ,1,0,0,0,0,0,0,0
A,They're not - they're not - the bus isn't flying.,1,0,0,0,0,0,0,0
D,Yeah. ,1,0,0,0,0,0,0,0
C,"So the bus is accelerating, right though?",0,0,1,0,0,0,0,0
D,No.,1,0,0,0,0,0,0,0
A,Yes. In this direction.,1,0,0,0,0,0,0,0
C,In the x direction. ,1,0,0,0,0,0,0,0
D,Oh in order to counter-balance - yeah yeah yeah. Hot damn.,1,0,0,0,0,0,0,0
A,Wait we do have to say it's accelerating.,1,0,0,0,0,0,0,0
D,Yeah we do cause - ,1,0,0,0,0,0,0,0
B,Um. ,1,0,0,0,0,0,0,0
A,Or else there's no friction. ,1,0,0,0,0,0,0,0
C,Yeah. Unless it's like - yeah. ,1,0,0,0,0,0,0,0
A,Ok I think like - I feel like there's a way to do this where we don't have to -,1,0,0,0,0,0,0,0
D,Yeah I agree we shouldn't. I think we're like kind of on the -,1,0,0,0,0,0,0,0
A,I think we're like not on the right track. I think it's probably ,1,0,0,0,0,0,0,0
D,I feel like we should be using conservation of energy.,1,0,0,0,0,0,0,0
A,Yeah. ,1,0,0,0,0,0,0,0
D,Like the Q minus W equals m times - like that whole thing. But with just a kinetic energy term. ,1,0,0,0,0,0,0,0
C,But wouldn't it be conservation of energy and work? Like work-energy principle? Cause we're trying to find out - like why else would we need to find how far it's traveling?,1,0,0,0,0,0,0,0
D,Yeah. Work is part of the conservation of energy equation. Like it's Q minus W equals all the other stuff.,1,0,0,0,0,0,0,0
C,Ok yeah. Yeah yeah yeah. ,1,0,0,0,0,0,0,0
D,"So I'm saying yeah like you have - there's no Q, there is W, there - ",1,0,0,0,0,0,0,0
B,"But if we do m a equals point seven N, then we could find the acceleration, and then just multiply by the distance, yeah?",1,0,0,0,0,0,0,0
C,Find work done.,1,0,0,0,0,0,0,0
B,And that would be the work?,1,0,0,0,0,0,0,0
C,Yeah that's what I was - ,1,0,0,0,0,0,0,0
A,It's just the wrong class. ,1,0,0,0,0,0,0,0
B,We've already been here like an hour. I just want to leave. ,1,0,0,0,0,0,0,0
A,Ok. Um.,1,0,0,0,0,0,0,0
D,I feel like - is he really gonna like grade this like.,1,0,0,0,0,0,0,0
C,I think it's more about thought process.,1,0,0,0,0,0,0,0
B,Yeah.,1,0,0,0,0,0,0,0
A,Thought process.,1,0,0,0,0,0,0,0
C,Thought process.,1,0,0,0,0,0,0,0
D,"Also little hint on your research question, having it be about biofuels doesn't make it more interesting. Ok.",1,0,0,0,0,0,0,0
C,Yeah maybe we should have done the ice cream.,1,0,0,0,0,0,0,0
D,You're right. That would have really upped the game. It's still thermodynamics. ,1,0,0,0,0,0,0,0
A,Um. ,1,0,0,0,0,0,0,0
B,It'd be cool if the university did something with this. But otherwise.,1,0,0,0,0,0,0,0
D,This was my like intro to engineering final project was about biofuels.,1,0,0,0,0,0,0,0
B,Really?,1,0,0,0,0,0,0,0
D,Yeah. ,1,0,0,0,0,0,0,0
C,Was it interesting?,1,0,0,0,0,0,0,0
D,"It was kind of interesting, yeah. Also, the dining hall collects so much data on how much waste oil they produce because they sell it all to like [Biofuel company].",1,0,0,0,0,0,0,0
A,"There's a negative acceleration, right? Cause the friction's slowing it down. ",1,0,0,0,0,0,0,0
B,Uhh. ,1,0,0,0,0,0,0,0
D,But net is positive I think.,1,0,0,0,0,0,0,0
A,"Cause if the bus is moving this way, the friction is moving this way, right?",0,0,1,0,0,0,0,0
